"RESOURCE ID","RESOURCE NAME","RESOURCE PMAX MW","RESOURCEBID_SEQ","seq_max_mw","rank","n_matches","mean_pct_err","score","confidence"
"USWNDR_2_SMUD","SOLANO WIND FARM",102.18,851143,95,5,3,0.0268199233716475,2.91954022988506,NA
"USWNDR_2_SMUD2","Solano Wind Project Phase 3",127.8,264747,140,1,3,0.0103042568106089,2.96908722956817,0.00494683378623917
"USWNDR_2_SMUD2","Solano Wind Project Phase 3",127.8,145233,125,2,3,0.0152001171511154,2.95439964854665,NA
"USWNDR_2_SMUD2","Solano Wind Project Phase 3",127.8,143349,131,3,3,0.0318050234142187,2.90458492975734,NA
"USWNDR_2_SMUD2","Solano Wind Project Phase 3",127.8,458056,125,4,2,0.014536520899951,1.9709269582001,NA
"USWNDR_2_SMUD2","Solano Wind Project Phase 3",127.8,166745,125,5,2,0.0258157726692209,1.94836845466156,NA
"VALTNE_2_TBBBT1","Tropico Solar Big Beau",58,594888,52.3,1,18,0.0129895104895105,17.7661888111888,0.00131663626004452
"VALTNE_2_TBBBT1","Tropico Solar Big Beau",58,261590,52.4,2,18,0.0142890442890443,17.7427972027972,NA
"VALTNE_2_TBBBT1","Tropico Solar Big Beau",58,713184,52.43,3,18,0.0146789044289044,17.7357797202797,NA
"VALTNE_2_TBBBT1","Tropico Solar Big Beau",58,192354,52.5,4,18,0.0155885780885781,17.7194055944056,NA
"VALTNE_2_TBBBT1","Tropico Solar Big Beau",58,364184,54,5,18,0.0350815850815851,17.3685314685315,NA
"VALTNE_2_TRSBT1","Tropico Solar",70,650623,64.8,1,23,0.0125,22.7125,0.00316455696202544
"VALTNE_2_TRSBT1","Tropico Solar",70,104756,63,2,23,0.015625,22.640625,NA
"VALTNE_2_TRSBT1","Tropico Solar",70,118774,63,3,23,0.015625,22.640625,NA
"VALTNE_2_TRSBT1","Tropico Solar",70,127688,63,4,23,0.015625,22.640625,NA
"VALTNE_2_TRSBT1","Tropico Solar",70,206601,63,5,23,0.015625,22.640625,NA
"VSTAES_6_VESBT1","Vista Energy Storage",40,386425,37.7,1,7,0.00827171825668067,6.94209797220323,0.007198035713043
"VSTAES_6_VESBT1","Vista Energy Storage",40,913449,37.2,2,7,0.015410213846304,6.89212850307587,NA
"VSTAES_6_VESBT1","Vista Energy Storage",40,133829,37.5,3,6,0.00652198678514468,5.96086807928913,NA
"VSTAES_6_VESBT1","Vista Energy Storage",40,211495,39,4,6,0.0354385964912281,5.78736842105263,NA
"VSTAES_6_VESBT1","Vista Energy Storage",40,617807,40,5,5,0.0134442105263158,4.93277894736842,NA
"WARNE_2_UNIT","WARNE HYDRO AGGREGATE",76,159511,76,1,9,0.0087010087010087,8.92169092169092,0.778776890182579
"WARNE_2_UNIT","WARNE HYDRO AGGREGATE",76,130239,82,2,2,0.0131578947368421,1.97368421052632,NA
"WARNE_2_UNIT","WARNE HYDRO AGGREGATE",76,321061,74.66,3,2,0.0223684210526315,1.95526315789474,NA
"WARNE_2_UNIT","WARNE HYDRO AGGREGATE",76,234172,74,4,2,0.0263157894736842,1.94736842105263,NA
"WARNE_2_UNIT","WARNE HYDRO AGGREGATE",76,428176,70,5,2,0.0263157894736842,1.94736842105263,NA
"WDFRDF_2_WFFBT1","West Ford Flat Energy Storage",25,190023,24,1,4,0.00434782608695658,3.98260869565217,0.00917030567685573
"WDFRDF_2_WFFBT1","West Ford Flat Energy Storage",25,131286,22.69,2,4,0.0134782608695652,3.94608695652174,NA
"WDFRDF_2_WFFBT1","West Ford Flat Energy Storage",25,222735,26,3,4,0.0217391304347826,3.91304347826087,NA
"WDFRDF_2_WFFBT1","West Ford Flat Energy Storage",25,749591,25,4,4,0.0217391304347826,3.91304347826087,NA
"WDFRDF_2_WFFBT1","West Ford Flat Energy Storage",25,114767,24.75,5,4,0.0391304347826086,3.84347826086957,NA
"WESCAN_2_BDSBT1","Bateria Del Sur",131,167201,140,1,7,0.0310697452762895,6.78251178306597,0.283872551571561
"WESCAN_2_BDSBT1","Bateria Del Sur",131,107633,144,2,5,0.0285714285714286,4.85714285714286,NA
"WESCAN_2_BDSBT1","Bateria Del Sur",131,105465,126.35,3,5,0.0314475580464372,4.84276220976781,NA
"WESCAN_2_BDSBT1","Bateria Del Sur",131,914978,139.97,4,4,0.0289089201877934,3.88436431924883,NA
"WESCAN_2_BDSBT1","Bateria Del Sur",131,641340,123,5,3,0.0341322124366159,2.89760336269015,NA
"WISHON_6_UNITS","Wishon/San Joaquin  #1-A AGGREGATE",18.4,164152,17,1,14,0.0199840127897683,13.7202238209432,0.0745358502291618
"WISHON_6_UNITS","Wishon/San Joaquin  #1-A AGGREGATE",18.4,993409,18,2,13,0.0232634405296277,12.6975752731148,NA
"WISHON_6_UNITS","Wishon/San Joaquin  #1-A AGGREGATE",18.4,181364,19.53,3,12,0.0277840394351186,11.6665915267786,NA
"WISHON_6_UNITS","Wishon/San Joaquin  #1-A AGGREGATE",18.4,811134,19,4,9,0.0169553876205577,8.84740151141498,NA
"WISHON_6_UNITS","Wishon/San Joaquin  #1-A AGGREGATE",18.4,941027,19.8,5,8,0.0170292135086257,7.863766291931,NA
"WOLFSK_1_UNITA1","Wolfskill Energy Center",48.68,111621,47,1,3,0.00142146410803129,2.99573560767591,0
"WOLFSK_1_UNITA1","Wolfskill Energy Center",48.68,241464,47,2,3,0.00142146410803129,2.99573560767591,NA
"WOLFSK_1_UNITA1","Wolfskill Energy Center",48.68,258757,47,3,3,0.00142146410803129,2.99573560767591,NA
"WOLFSK_1_UNITA1","Wolfskill Energy Center",48.68,713009,47.16,4,3,0.0048305584539309,2.98550832463821,NA
"WOLFSK_1_UNITA1","Wolfskill Energy Center",48.68,528875,47.18,5,3,0.00525669524716843,2.9842299142585,NA
"YELPIN_2_YP2BT1","Yellow Pine 2 BESS",65,655017,60,1,4,0.0199058810916847,3.92037647563326,0.000301320848801856
"YELPIN_2_YP2BT1","Yellow Pine 2 BESS",65,694071,60,2,4,0.0202012038834999,3.919195184466,NA
"YELPIN_2_YP2BT1","Yellow Pine 2 BESS",65,151431,63.5,3,4,0.0204313704748047,3.91827451810078,NA
"YELPIN_2_YP2BT1","Yellow Pine 2 BESS",65,900843,70,4,4,0.0205901012860417,3.91763959485583,NA
"YELPIN_2_YP2BT1","Yellow Pine 2 BESS",65,131675,60,5,4,0.0249903664854853,3.90003853405806,NA
